MeasureItem;MeasureItemCategoryID;MeasureItemID;Category;Country;Year;LengthOfCircuits;LengthOfRoutes;NumberOfUnits;ProvidedValue;CreationDate;ProvidedValueCode
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;400;ACL_110kV_220kV;MK;2018;1545;1545;;;02/04/2019;
Inventory of Transmission;5;401;ACL_220kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;402;ACL_275kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;403;ACL_330kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;MK;2018;577;577;;;02/04/2019;
Inventory of Transmission;5;405;ACL_750kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;MK;2018;;;;;02/04/2019;
Inventory of Transmission;5;425;Comments_2;MK;2018;;;;;02/04/2019;
Inventory of Transmission;5;426;Comments_3;MK;2018;;;;;02/04/2019;
Inventory of Transmission;5;427;Comments_4;MK;2018;;;;;02/04/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;MK;2018;;;135;600;02/04/2019;
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;MK;2018;;;9;2900;02/04/2019;
Inventory of Transmission;5;416;Nw_400kV_220kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;MK;2018;;;;;02/04/2019;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;SE;2018;29;29;;;01/04/2019;
Inventory of Transmission;5;407;ACC_Over_380kV;SE;2018;8;8;;;01/04/2019;
Inventory of Transmission;5;400;ACL_110kV_220kV;SE;2018;;;;;01/04/2019;Not Expected
Inventory of Transmission;5;401;ACL_220kV;SE;2018;3550;3550;;;01/04/2019;
Inventory of Transmission;5;402;ACL_275kV;SE;2018;;;;;01/04/2019;Not Expected
Inventory of Transmission;5;403;ACL_330kV;SE;2018;;;;;01/04/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;SE;2018;11010;11010;;;01/04/2019;
Inventory of Transmission;5;405;ACL_750kV;SE;2018;;;;;01/04/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;SE;2018;;;;;01/04/2019;
Inventory of Transmission;5;425;Comments_2;SE;2018;;;;;01/04/2019;
Inventory of Transmission;5;426;Comments_3;SE;2018;;;;;01/04/2019;
Inventory of Transmission;5;427;Comments_4;SE;2018;;;;We dont have the capacity of most transformers.;01/04/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;SE;2018;;;;;01/04/2019;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;SE;2018;;;;;01/04/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;SE;2018;885;885;;;01/04/2019;
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;SE;2018;;;105;0;01/04/2019;
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;SE;2018;;;;;01/04/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;SE;2018;;;;;01/04/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;SE;2018;;;;;01/04/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;SE;2018;;;55;0;01/04/2019;
Inventory of Transmission;5;416;Nw_400kV_220kV;SE;2018;;;21;0;01/04/2019;
Inventory of Transmission;5;415;Nw_400kV_330kV;SE;2018;;;;;01/04/2019;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;SE;2018;;;29;0;01/04/2019;
Inventory of Transmission;5;413;Of_PU_>220kV;SE;2018;;;75;0;01/04/2019;
Inventory of Transmission;5;412;Of_PU_>275kV;SE;2018;;;;;01/04/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;SE;2018;;;;;01/04/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;SE;2018;;;49;0;01/04/2019;
Inventory of Transmission;5;406;ACC_220kV_380kV;TR;2018;391.12;160;;;12/06/2019;
Inventory of Transmission;5;407;ACC_Over_380kV;TR;2018;89.68;89.68;;;12/06/2019;
Inventory of Transmission;5;400;ACL_110kV_220kV;TR;2018;44369.34;34252.6;;;12/06/2019;
Inventory of Transmission;5;401;ACL_220kV;TR;2018;84.82;84.82;;;12/06/2019;
Inventory of Transmission;5;402;ACL_275kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;403;ACL_330kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;TR;2018;23159.16;21636.03;;;12/06/2019;
Inventory of Transmission;5;405;ACL_750kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;TR;2018;;;;;12/06/2019;
Inventory of Transmission;5;425;Comments_2;TR;2018;;;;;12/06/2019;
Inventory of Transmission;5;426;Comments_3;TR;2018;;;;;12/06/2019;
Inventory of Transmission;5;427;Comments_4;TR;2018;;;;;12/06/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;TR;2018;;;1432;100685.44;12/06/2019;
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;TR;2018;;;353;70652.16;12/06/2019;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;TR;2018;;;;;12/06/2019;Not Expected
